vehicle_id,engine_index,engine_descriptor,engine_cylinders,engine_displacement,turbocharger,fuel_type,fuel_type_1,alternative_fuel_technology,ghg_score,ghg_score_alt_fuel
444,4220.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
446,4130.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
448,4142.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1339,4151.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
445,4224.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
447,4130.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
449,4142.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
3,4185.0,(350 V8) (FFS),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
4,4185.0,(350 V8) (FFS),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1519,4166.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
784,4161.0,(FFS),6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
786,4892.0,(GM-CHEV)  (FFS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1520,4166.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1521,4893.0,(GM-CHEV)  (FFS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
785,4161.0,(FFS),6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
787,4892.0,(GM-CHEV)  (FFS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
988,4851.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
991,4861.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1599,4856.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1601,4875.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1602,4888.0,CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
989,4853.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
992,4860.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
993,4870.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
994,4883.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1600,4855.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
990,4852.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
995,4883.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
929,4851.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
933,4861.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1571,4856.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1574,4865.0,(GM-CHEV)  (FFS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
930,4853.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
934,4860.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
937,4881.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1572,4855.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
931,4852.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
935,4861.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1573,4855.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
932,4851.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
936,4861.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
938,4882.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1603,4875.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
996,4870.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
939,4853.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
940,4852.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1401,4167.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
546,4162.0,(FFS),6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
550,4345.0,(350 V8),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
1402,4167.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1403,4175.0,(GM-CHEV)  (FFS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
547,4162.0,(FFS),6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
548,4170.0,(GM-CHEV)  (FFS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
549,4172.0,(350 V8) (POLICE)   (FFS),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
551,4345.0,(350 V8),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
1079,4961.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1081,4982.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1643,4975.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1644,4985.0,CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1080,4963.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1544,4956.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1546,4975.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
849,4950.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
852,4961.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
855,4982.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1545,4956.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
850,4950.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
851,4950.0,,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
853,4962.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
854,4963.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
856,4980.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
857,4981.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
858,4970.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
860,4982.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
859,4971.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
861,4981.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1341,4175.0,(GM-CHEV)  (FFS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
450,4160.0,(FFS),6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
452,4170.0,(GM-CHEV)  (FFS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1340,4165.0,(FFS) CA model,6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
1342,4175.0,(GM-CHEV)  (FFS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
451,4160.0,(FFS),6.0,4.3,,Regular,Regular Gasoline,,-1.0,-1.0
453,4170.0,(GM-CHEV)  (FFS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
276,57610.0,(FFS),4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
277,57610.0,(FFS),4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
1037,4808.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1040,4831.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1623,4840.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1038,4808.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1041,4838.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1622,4819.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1624,4844.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1039,4807.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1042,4836.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1625,4841.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1156,4830.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1684,4840.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1155,4805.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1157,4930.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1478,4840.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
694,4805.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
697,4831.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1476,4820.0,CA model,4.0,2.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1479,4844.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
691,4800.0,,4.0,1.9,,Regular,Regular Gasoline,,-1.0,-1.0
692,4810.0,,4.0,2.2,,Diesel,Diesel,Diesel,-1.0,-1.0
695,4805.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
698,4838.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1477,4820.0,CA model,4.0,2.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1480,4841.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
693,4810.0,,4.0,2.2,,Diesel,Diesel,Diesel,-1.0,-1.0
696,4807.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
699,4836.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
77,29030.0,,4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
78,29030.0,,4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
36,54011.0,(FFS),3.0,1.0,,Regular,Regular Gasoline,,-1.0,-1.0
37,54010.0,(FFS),3.0,1.0,,Regular,Regular Gasoline,,-1.0,-1.0
1034,4860.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
1035,4870.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1036,4883.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1620,4875.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1621,4888.0,CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1082,4970.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1084,4982.0,,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1645,4975.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1646,4985.0,CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
1083,4971.0,(350 V8),8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
1085,4806.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1088,4936.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1647,4946.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1086,4806.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1089,4934.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1648,4944.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1087,4920.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
1090,4932.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1649,4942.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1547,4946.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
862,4806.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
865,4936.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1548,4948.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
863,4806.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
866,4934.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
1549,4942.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
864,4920.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
867,4932.0,,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
454,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1193,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1194,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
79,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
80,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1195,2249.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1196,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
81,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
82,2301.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1343,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1344,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1345,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
455,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
456,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
457,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1197,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1198,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1199,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
83,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
84,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
85,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1346,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1347,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
458,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
459,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1348,2249.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1349,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
460,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
461,2301.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1350,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1351,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
462,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
463,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1352,2550.0,(FFS) CA model,8.0,5.2,,Premium,Premium Gasoline,,-1.0,-1.0
464,2500.0,(FFS),8.0,5.2,,Premium,Premium Gasoline,,-1.0,-1.0
1449,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1450,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
646,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
647,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1364,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1365,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1366,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
476,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
477,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
478,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
120,2300.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
121,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
122,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1220,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1221,2350.0,"(FFS,TRBO) CA model",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1222,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1043,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1044,2854.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1045,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1046,2890.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
1626,2855.0,(FFS) CA model,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1353,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1357,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1358,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
465,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
468,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
469,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1354,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
466,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1355,2149.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1356,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
467,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1451,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1455,2250.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1456,2450.0,(FFS) CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
648,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
651,2200.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
652,2400.0,(FFS),4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1452,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
649,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1453,2149.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1454,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
650,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1092,2990.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
29607,650.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1091,2950.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1093,2991.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
1575,2885.0,(FFS) CA model,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
1577,2855.0,(FFS) CA model,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
941,2880.0,,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
943,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
944,2854.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
945,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
948,2890.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
1576,2885.0,(FFS) CA model,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
942,2880.0,,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
946,2859.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
947,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1000,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1001,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1004,2890.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
1604,2885.0,(FFS) CA model,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
1605,2855.0,(FFS) CA model,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
997,2880.0,,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
999,2854.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1002,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1003,2859.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
998,2880.0,,6.0,3.7,,Regular,Regular Gasoline,,-1.0,-1.0
1578,2855.0,(FFS) CA model,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
949,2854.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
950,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
951,2890.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
1005,2854.0,(FFS),8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1006,2850.0,,8.0,5.2,,Regular,Regular Gasoline,,-1.0,-1.0
1007,2890.0,,8.0,5.9,,Regular,Regular Gasoline,,-1.0,-1.0
1047,2814.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1048,2810.0,,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1053,2840.0,,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1627,2815.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1629,2845.0,CA model,4.0,2.6,,Regular,Regular Gasoline,,-1.0,-1.0
1049,2811.0,,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1050,2810.0,,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1628,2817.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1051,2810.0,,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1052,2816.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1212,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
98,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
97,2011.0,(FFS),4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
100,2100.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
101,2100.0,(FFS),4.0,2.2,,Premium,Premium Gasoline,,-1.0,-1.0
102,2301.0,"(FFS,TRBO)",4.0,2.2,True,Premium,Premium Gasoline,,-1.0,-1.0
1213,2150.0,(FFS) CA model,4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
1214,2151.0,(FFS) CA model,4.0,2.2,,Premium,Premium Gasoline,,-1.0,-1.0
99,2101.0,(FFS),4.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
103,49010.0,(FFS),4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
106,49021.0,"(CALIF)    (FFS,TRBO)",4.0,1.6,True,Premium,Premium Gasoline,,-1.0,-1.0
107,49020.0,"(FFS,TRBO)",4.0,1.6,True,Premium,Premium Gasoline,,-1.0,-1.0
1215,49015.0,(FFS) CA model,4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
104,49010.0,(FFS),4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
1216,49015.0,(FFS) CA model,4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
105,49010.0,(FFS),4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
108,49020.0,"(FFS,TRBO)",4.0,1.6,True,Premium,Premium Gasoline,,-1.0,-1.0
109,49021.0,"(CALIF)    (FFS,TRBO)",4.0,1.6,True,Premium,Premium Gasoline,,-1.0,-1.0
1422,49045.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
582,49040.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
1423,49045.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
583,49040.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
1094,49081.0,(CAL)(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
1095,49080.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
110,49060.0,"(FFS,TRBO)",4.0,2.6,True,Premium,Premium Gasoline,,-1.0,-1.0
111,49061.0,"(CALIF)    (FFS,TRBO)",4.0,2.6,True,Premium,Premium Gasoline,,-1.0,-1.0
112,49071.0,"(CALIF)    (FFS,TRBO)",4.0,2.6,True,Premium,Premium Gasoline,,-1.0,-1.0
113,49060.0,"(FFS,TRBO)",4.0,2.6,True,Premium,Premium Gasoline,,-1.0,-1.0
